date,state,cases_avg,deaths_avg
2020-04-13,Montana,10.71,0.14
2020-04-13,Missouri,238,11.43
2020-04-13,Mississippi,172,6.71
2020-04-13,Minnesota,94.86,5.71
2020-04-13,Michigan,1194.43,125.14
2020-04-13,Massachusetts,1861.43,83.43
2020-04-13,Maryland,698.71,24.29
2020-04-13,Maine,28.43,1.29
2020-04-13,Louisiana,878.43,53.14
2020-04-13,Kentucky,141.57,7.71
2020-04-13,Kansas,75.71,5.43
2020-04-13,Iowa,109.14,2.71
2020-04-13,Indiana,473.43,34.71
2020-04-13,Illinois,1394.71,70.14
2020-04-13,Idaho,47,2.86
2020-04-13,Hawaii,16.71,0.57
2020-04-13,Georgia,954.17,26.43
2020-04-13,Florida,1055.71,35
2020-04-13,District of Columbia,122.57,4
2020-04-13,Delaware,139.71,3.71
2020-04-13,Connecticut,925,56.57
2020-04-13,Colorado,359.86,22.57
2020-04-13,California,1139,48.43
2020-04-13,Arkansas,78.29,2
2020-04-13,Arizona,176.57,7.86
2020-04-13,Alaska,12.29,0.29
2020-04-13,Alabama,257.14,7.29
2020-04-14,Northern Mariana Islands,0.71,0
2020-04-14,Guam,63.86,0.29
2020-04-14,Puerto Rico,50,3.14
2020-04-14,Virgin Islands,0.86,0
2020-04-14,Wyoming,13.17,0.14
2020-04-14,Wisconsin,139.57,11.14
2020-04-14,West Virginia,40.57,0.86
2020-04-14,Washington,289.71,20.43
2020-04-14,Virginia,405.86,15.67
2020-04-14,Vermont,25.29,0.71
2020-04-14,Utah,97.57,0.86
2020-04-14,Texas,905,26.86
2020-04-14,Tennessee,234.86,7.29
2020-04-14,South Dakota,95.29,0
2020-04-14,South Carolina,162.29,6.57
2020-04-14,Rhode Island,288.86,7.14
2020-04-14,Pennsylvania,1572.71,72.14
2020-04-14,Oregon,64.57,3.14
2020-04-14,Oklahoma,102,6
2020-04-14,Ohio,356.71,22.43
2020-04-14,North Dakota,14.86,0.71
2020-04-14,North Carolina,253.14,9.43
2020-04-14,New York,9096,973.71
2020-04-14,New Mexico,87.57,3.29
2020-04-14,New Jersey,3486.86,224.71
2020-04-14,New Hampshire,49.14,2
2020-04-14,Nevada,148,10
2020-04-14,Nebraska,62.71,1.29
2020-04-14,Montana,11.43,0.14
2020-04-14,Missouri,235.57,10.14
2020-04-14,Mississippi,167.43,7.43
2020-04-14,Minnesota,89.43,6.43
2020-04-14,Michigan,1142,131.71
2020-04-14,Massachusetts,1851.57,85.86
2020-04-14,Maryland,728.71,28.29
2020-04-14,Maine,30.71,1.14
2020-04-14,Louisiana,747.71,61.57
2020-04-14,Kentucky,131.57,7
2020-04-14,Kansas,76.43,5.57
2020-04-14,Iowa,121.57,2.57
2020-04-14,Indiana,436.29,35.71
2020-04-14,Illinois,1385.43,70.57
2020-04-14,Idaho,46.86,3.43
2020-04-14,Hawaii,14.71,0.57
2020-04-14,Georgia,819.17,24.14
2020-04-14,Florida,983,39.29
2020-04-14,District of Columbia,121,6.14
2020-04-14,Delaware,142.57,3.86
2020-04-14,Connecticut,886.86,56.29
2020-04-14,Colorado,358.86,21.43
2020-04-14,California,1174,47.29
2020-04-14,Arkansas,71.57,2
2020-04-14,Arizona,175.57,7.71
2020-04-14,Alaska,10.29,0.43
2020-04-14,Alabama,250.86,7.14
2020-04-15,Northern Mariana Islands,0.29,0
2020-04-15,Guam,48.71,0.29
2020-04-15,Puerto Rico,50.57,3.86
2020-04-15,Virgin Islands,0.71,0
2020-04-15,Wyoming,14.83,0.29
2020-04-15,Wisconsin,137.86,11
2020-04-15,West Virginia,34.57,1.14
2020-04-15,Washington,244,20.29
2020-04-15,Virginia,408.29,19.29
2020-04-15,Vermont,22,0.86
2020-04-15,Utah,98.43,1
2020-04-15,Texas,887,28.57
2020-04-15,Tennessee,231.14,7.43
2020-04-15,South Dakota,110.71,0
2020-04-15,South Carolina,157.71,6.29
2020-04-15,Rhode Island,297,7.43
2020-04-15,Pennsylvania,1484.29,74.29
2020-04-15,Oregon,60.57,2.86
2020-04-15,Oklahoma,105.71,6.29
2020-04-15,Ohio,377.43,24
2020-04-15,North Dakota,16.29,0.71
2020-04-15,North Carolina,242.86,9.57
2020-04-15,New York,9408.43,971.29
2020-04-15,New Mexico,88.43,2.86
2020-04-15,New Jersey,3370.43,236
2020-04-15,New Hampshire,50.14,2
2020-04-15,Nevada,127.71,8.14
2020-04-15,Nebraska,65.14,1.14
2020-04-15,Montana,10.29,0.14
2020-04-15,Missouri,224,11.14
2020-04-15,Mississippi,193.86,7.86
2020-04-15,Minnesota,93.57,6.86
2020-04-15,Michigan,1096.29,137.29
2020-04-15,Massachusetts,1875.43,96.43
2020-04-15,Maryland,652.43,29.67
2020-04-15,Maine,33.29,1.43
2020-04-15,Louisiana,703,64.43
2020-04-15,Kentucky,128.86,7.29
2020-04-15,Kansas,64,5.43
2020-04-15,Iowa,121.43,3.71
2020-04-15,Indiana,434.86,37.86
2020-04-15,Illinois,1359.29,70.57
2020-04-15,Idaho,50.71,3.14
2020-04-15,Hawaii,13,0.57
2020-04-15,Georgia,756.17,28.43
2020-04-15,Florida,976.57,41.57
2020-04-15,District of Columbia,108.14,6.43
2020-04-15,Delaware,128.29,3.86
2020-04-15,Connecticut,853.43,76.14
2020-04-15,Colorado,375,23.29
2020-04-15,California,1152,54.14
2020-04-15,Arkansas,74.57,2.29
2020-04-15,Arizona,176.57,8.86
2020-04-15,Alaska,9.57,0.29
2020-04-15,Alabama,249,8
2020-04-16,Northern Mariana Islands,0.29,0
2020-04-16,Guam,35.43,0.29
2020-04-16,Puerto Rico,51.43,3.29
2020-04-16,Virgin Islands,0.14,0.14
2020-04-16,Wyoming,12.86,0.29
2020-04-16,Wisconsin,141.43,11.57
2020-04-16,West Virginia,30.71,1.14
2020-04-16,Washington,224.43,18.86
2020-04-16,Virginia,407.14,14.14
2020-04-16,Vermont,20,1.57
2020-04-16,Utah,101,1.14
2020-04-16,Texas,793.71,28.57
2020-04-16,Tennessee,231.57,6.71
2020-04-16,South Dakota,123.43,0.14
2020-04-16,South Carolina,162.71,6
2020-04-16,Rhode Island,301.57,8.86
2020-04-16,Pennsylvania,1419.29,85.14
2020-04-16,Oregon,59.29,2.86
2020-04-16,Oklahoma,96.29,7.29
2020-04-16,Ohio,414.43,25.14
2020-04-16,North Dakota,17.71,0.57
2020-04-16,North Carolina,258.86,9.43
2020-04-16,New York,9103.57,929
2020-04-16,New Mexico,86.86,3.86
2020-04-16,New Jersey,3470,259.71
2020-04-16,New Hampshire,56,1.86
2020-04-16,Nevada,123.57,8.57
2020-04-16,Nebraska,71.43,1.29
2020-04-16,Montana,8.71,0.14
2020-04-16,Missouri,224.57,10.86
2020-04-16,Mississippi,194.86,7.57
2020-04-16,Minnesota,95.71,6.29
2020-04-16,Michigan,1106.43,145.14
2020-04-16,Massachusetts,1891.43,106
2020-04-16,Maryland,666.57,34.83
2020-04-16,Maine,33.71,1.57
2020-04-16,Louisiana,607,64.86
2020-04-16,Kentucky,129.14,6.71
2020-04-16,Kansas,68.43,5.43
2020-04-16,Iowa,124.43,4.71
2020-04-16,Indiana,459.86,37
2020-04-16,Illinois,1330.29,78.14
2020-04-16,Idaho,34.71,2.43
2020-04-16,Hawaii,13.57,0.43
2020-04-16,Georgia,819.5,28.43
2020-04-16,Florida,930.43,42.43
2020-04-16,District of Columbia,118.14,7
2020-04-16,Delaware,123.71,4.14
2020-04-16,Connecticut,871.43,84.43
2020-04-16,Colorado,353.29,21
2020-04-16,California,1135.86,60.43
2020-04-16,Arkansas,67.71,2.29
2020-04-16,Arizona,173.71,9
2020-04-16,Alaska,9.29,0.29
2020-04-16,Alabama,223.71,8.43
2020-04-17,Northern Mariana Islands,0.43,0
2020-04-17,Guam,31.29,0.29
2020-04-17,Puerto Rico,49,2.71
2020-04-17,Virgin Islands,0.29,0.29
2020-04-17,Wyoming,11.57,0.29
2020-04-17,Wisconsin,139.57,10.57
2020-04-17,West Virginia,34.14,1.57
2020-04-17,Washington,227.29,18.14
2020-04-17,Virginia,426.14,16.71
2020-04-17,Vermont,14.29,1.43
2020-04-17,Utah,101.43,0.86
2020-04-17,Texas,834.29,30.29
2020-04-17,Tennessee,232.86,6
2020-04-17,South Dakota,125,0.14
2020-04-17,South Carolina,145.86,6.29
2020-04-17,Rhode Island,308.86,9.86
2020-04-17,Pennsylvania,1427.57,84.57
2020-04-17,Oregon,59.14,3.14
2020-04-17,Oklahoma,95.86,6.86
2020-04-17,Ohio,461.14,26.71
2020-04-17,North Dakota,23,0.29
2020-04-17,North Carolina,279,11.57
2020-04-17,New York,8637.57,901.57
2020-04-17,New Mexico,88.71,4.57
2020-04-17,New Jersey,3411.29,272.57
2020-04-17,New Hampshire,57.43,2.14
2020-04-17,Nevada,131.14,9.29
2020-04-17,Nebraska,76.86,0.86
2020-04-17,Montana,8.14,0.29
2020-04-17,Missouri,212,11.29
2020-04-17,Mississippi,189.14,8.29
2020-04-17,Minnesota,105.14,7.71
2020-04-17,Michigan,1044,135.29
2020-04-17,Massachusetts,1918.29,115
2020-04-17,Maryland,667.57,35.17
2020-04-17,Maine,34.43,1.71
2020-04-17,Louisiana,552.14,65.43
2020-04-17,Kentucky,117.14,7.14
2020-04-17,Kansas,78.86,4.86
2020-04-17,Iowa,134.86,4.71
2020-04-17,Indiana,467.86,35.14
2020-04-17,Illinois,1384,76.43
2020-04-17,Idaho,32.86,2.57
2020-04-17,Hawaii,12,0.14
2020-04-17,Georgia,826.17,33.71
2020-04-17,Florida,969.29,43.86
2020-04-17,District of Columbia,116.57,6.86
2020-04-17,Delaware,142.43,4.14
2020-04-17,Connecticut,895.86,84
2020-04-17,Colorado,362.43,19.43
2020-04-17,California,1147.43,65.14
2020-04-17,Arkansas,70.43,1.86
2020-04-17,Arizona,199.29,11
2020-04-17,Alaska,9,0.29
2020-04-17,Alabama,223.43,10.14
2020-04-18,Northern Mariana Islands,0.43,0
2020-04-18,Guam,17.71,0.14
2020-04-18,Puerto Rico,47.14,2.57
2020-04-18,Virgin Islands,0.29,0.29
2020-04-18,Wyoming,9.86,0.29
2020-04-18,Wisconsin,140.86,10.14
2020-04-18,West Virginia,33.14,1.71
2020-04-18,Washington,231.86,18.71
2020-04-18,Virginia,425.29,18.29
2020-04-18,Vermont,13.14,1.71
2020-04-18,Utah,104.86,1
2020-04-18,Texas,817,31.71
2020-04-18,Tennessee,234.43,5.86
2020-04-18,South Dakota,130.71,0.14
2020-04-18,South Carolina,148.43,5.57
2020-04-18,Rhode Island,306,11.57
2020-04-18,Pennsylvania,1424,90.71
2020-04-18,Oregon,56.71,3
2020-04-18,Oklahoma,100.29,6.57
2020-04-18,Ohio,567.29,29.14
2020-04-18,North Dakota,33.57,0.29
2020-04-18,North Carolina,261.43,12.71
2020-04-18,New York,8221.71,854.57
2020-04-18,New Mexico,89.14,4.71
2020-04-18,New Jersey,3324.14,269.57
2020-04-18,New Hampshire,59,2.14
2020-04-18,Nevada,129.43,6.29
2020-04-18,Nebraska,90,1.43
2020-04-18,Montana,7,0.57
2020-04-18,Missouri,213.29,11.14
2020-04-18,Mississippi,190.29,8.43
2020-04-18,Minnesota,112.29,8.14
2020-04-18,Michigan,980.43,130.29
2020-04-18,Massachusetts,1930.29,124.86
2020-04-18,Maryland,669.29,36
2020-04-18,Maine,33,1.86
2020-04-18,Louisiana,509.43,65.86
2020-04-18,Kentucky,122.29,7.29
2020-04-18,Kansas,76.86,4.43
2020-04-18,Iowa,143.29,5.71
2020-04-18,Indiana,462.29,34.86
2020-04-18,Illinois,1425.71,84.29
2020-04-18,Idaho,32.86,2.43
2020-04-18,Hawaii,12,0.14
2020-04-18,Georgia,818.5,34
2020-04-18,Florida,929.43,43.14
2020-04-18,District of Columbia,126.86,6.29
2020-04-18,Delaware,151.29,4.86
2020-04-18,Connecticut,862.86,84.57
2020-04-18,Colorado,362.86,19.29
2020-04-18,California,1201.14,73.43
2020-04-18,Arkansas,78.43,1.86
2020-04-18,Arizona,189.43,9.86
2020-04-18,Alaska,8.14,0.14
2020-04-18,Alabama,208.71,9.67
2020-04-19,Northern Mariana Islands,0.43,0
2020-04-19,Guam,13.14,0.14
2020-04-19,Puerto Rico,45.14,2.67
2020-04-19,Virgin Islands,0.29,0.29
2020-04-19,Wyoming,8.29,0.29
2020-04-19,Wisconsin,143.57,11
2020-04-19,West Virginia,39.29,1.71
2020-04-19,Washington,239.33,18
2020-04-19,Virginia,466.14,19.43
2020-04-19,Vermont,12.14,1.43
2020-04-19,Utah,109.43,1.29
2020-04-19,Texas,809.29,30.71
2020-04-19,Tennessee,240,6.29
2020-04-19,South Dakota,129.43,0.14
2020-04-19,South Carolina,151.14,5.43
2020-04-19,Rhode Island,291.57,12.43
2020-04-19,Pennsylvania,1433.86,108.57
2020-04-19,Oregon,54.71,3.14
2020-04-19,Oklahoma,89.86,6.29
2020-04-19,Ohio,713.86,31.14
2020-04-19,North Dakota,39.57,0.29
2020-04-19,North Carolina,281.86,13.86
2020-04-19,New York,7902.29,811
2020-04-19,New Mexico,85.71,4.14
2020-04-19,New Jersey,3350.14,264.57
2020-04-19,New Hampshire,58.14,2.57
2020-04-19,Nevada,121.43,6.43
2020-04-19,Nebraska,95.43,1.43
2020-04-19,Montana,6.57,0.57
2020-04-19,Missouri,215.29,11.43
2020-04-19,Mississippi,213.29,9
2020-04-19,Minnesota,105,9.14
2020-04-19,Michigan,979,128.71
2020-04-19,Massachusetts,1800.29,135.71
2020-04-19,Maryland,666.71,33.5
2020-04-19,Maine,33.43,2.14
2020-04-19,Louisiana,476.14,65.14
2020-04-19,Kentucky,142.43,7.29
2020-04-19,Kansas,80,5.43
2020-04-19,Iowa,189.71,4.86
2020-04-19,Indiana,473,35.29
2020-04-19,Illinois,1357.86,82.14
2020-04-19,Idaho,30.71,2.57
2020-04-19,Hawaii,11,0.14
2020-04-19,Georgia,788,34.86
2020-04-19,Florida,921.57,44.71
2020-04-19,District of Columbia,131.14,6.57
2020-04-19,Delaware,130.43,4.57
2020-04-19,Connecticut,846.71,81.86
2020-04-19,Colorado,346.71,18.71
2020-04-19,California,1174.43,71.43
2020-04-19,Arkansas,71.57,1.71
2020-04-19,Arizona,198.57,10.14
2020-04-19,Alaska,6.71,0.14
2020-04-19,Alabama,188.57,11.83
2020-04-20,Northern Mariana Islands,0.43,0
2020-04-20,Guam,13.14,0
2020-04-20,Puerto Rico,49.86,2.67
2020-04-20,Virgin Islands,0.43,0.29
2020-04-20,Wyoming,7.57,0.14
2020-04-20,Wisconsin,162.29,10.86
2020-04-20,West Virginia,38.57,2.43
2020-04-20,Washington,282.33,19.43
2020-04-20,Virginia,463.29,21.57
2020-04-20,Vermont,9.71,1.43
2020-04-20,Utah,120.71,1.43
2020-04-20,Texas,792.57,29
2020-04-20,Tennessee,215.86,6
2020-04-20,South Dakota,116.86,0.14
2020-04-20,South Carolina,142.86,5.29
2020-04-20,Rhode Island,302,11.71
2020-04-20,Pennsylvania,1387.14,114.71
2020-04-20,Oregon,53.14,3.14
2020-04-20,Oklahoma,87.29,6.43
2020-04-20,Ohio,849.14,33.57
2020-04-20,North Dakota,42.29,0.57
2020-04-20,North Carolina,282.29,13.71
2020-04-20,New York,7662.14,773.43
2020-04-20,New Mexico,89.43,3.86
2020-04-20,New Jersey,3460.29,276.29
2020-04-20,New Hampshire,61,2.71
2020-04-20,Nevada,113.43,7
2020-04-20,Nebraska,110.86,2
2020-04-20,Montana,5.57,0.71
2020-04-20,Missouri,202.71,9.29
2020-04-20,Mississippi,224.29,10.14
2020-04-20,Minnesota,117.14,10.43
2020-04-20,Michigan,919.86,123.29
2020-04-20,Massachusetts,1825.14,137.86
2020-04-20,Maryland,687.71,34.83
2020-04-20,Maine,25.29,2.29
2020-04-20,Louisiana,501,63.43
2020-04-20,Kentucky,143.14,7
2020-04-20,Kansas,92.29,5.43
2020-04-20,Iowa,209.29,5
2020-04-20,Indiana,497.71,36
2020-04-20,Illinois,1354.71,79.86
2020-04-20,Idaho,33.86,2.14
2020-04-20,Hawaii,10.86,0.14
2020-04-20,Georgia,760.29,41.14
2020-04-20,Florida,862.71,46.29
2020-04-20,District of Columbia,138.86,7.57
2020-04-20,Delaware,140.57,4.43
2020-04-20,Connecticut,919.14,104.14
2020-04-20,Colorado,345,20
2020-04-20,California,1361.14,71.14
2020-04-20,Arkansas,70.86,1.71
2020-04-20,Arizona,194.57,9.86
2020-04-20,Alaska,6.29,0.14
2020-04-20,Alabama,181.86,10.67
2020-04-21,Northern Mariana Islands,0.14,0
2020-04-21,Guam,18.71,0
2020-04-21,Puerto Rico,54.83,2.83
2020-04-21,Virgin Islands,0.43,0.29
2020-04-21,Wyoming,9.86,0.71
2020-04-21,Wisconsin,162.29,10.14
2020-04-21,West Virginia,33.14,2.29
2020-04-21,Washington,280.83,18.71
2020-04-21,Virginia,493.71,24.43
2020-04-21,Vermont,9.43,1.57
2020-04-21,Utah,125.86,1.86
2020-04-21,Texas,806.57,26.71
2020-04-21,Tennessee,237.57,5.14
2020-04-21,South Dakota,109.71,0.29
2020-04-21,South Carolina,150.71,5.43
2020-04-21,Rhode Island,321.29,13
2020-04-21,Pennsylvania,1399,124.86
2020-04-21,Oregon,52.71,3.29
2020-04-21,Oklahoma,89,7.86
2020-04-21,Ohio,920.71,33.29
2020-04-21,North Dakota,43.29,0.57
2020-04-21,North Carolina,279.86,14.43
2020-04-21,New York,7222.43,719.86
2020-04-21,New Mexico,95,4.14
2020-04-21,New Jersey,3366.14,278.29
2020-04-21,New Hampshire,57.14,2.14
2020-04-21,Nevada,114.29,4.71
2020-04-21,Nebraska,113.71,2.43
2020-04-21,Montana,5.43,0.71
2020-04-21,Missouri,179.29,10
2020-04-21,Mississippi,232.71,10.29
2020-04-21,Minnesota,124.57,11.57
2020-04-21,Michigan,870.14,133
2020-04-21,Massachusetts,1862.29,143.43
2020-04-21,Maryland,684.14,39.83
2020-04-21,Maine,22,2.29
2020-04-21,Louisiana,476.57,56
2020-04-21,Kentucky,140.43,8.14
2020-04-21,Kansas,96.29,5.43
2020-04-21,Iowa,248.86,5.57
2020-04-21,Indiana,516.57,39
2020-04-21,Illinois,1401.71,85.86
2020-04-21,Idaho,32.57,1.71
2020-04-21,Hawaii,9.86,0.43
2020-04-21,Georgia,753.71,41.86
2020-04-21,Florida,891.57,42.29
2020-04-21,District of Columbia,148.57,6.43
2020-04-21,Delaware,143.57,5.57
2020-04-21,Connecticut,910.14,107.43
2020-04-21,Colorado,358,22.14
2020-04-21,California,1440.86,76.86
2020-04-21,Arkansas,109.14,1.57
2020-04-21,Arizona,206.43,11.71
2020-04-21,Alaska,6.29,0
2020-04-21,Alabama,196.29,12.67
2020-04-22,Northern Mariana Islands,0.14,0
2020-04-22,Guam,23,0
2020-04-22,Puerto Rico,46.33,2.33
2020-04-22,Virgin Islands,0.43,0.29
2020-04-22,Wyoming,7.86,0.57
2020-04-22,Wisconsin,170.57,9
2020-04-22,West Virginia,30.57,2.43
2020-04-22,Washington,297.67,17.71
2020-04-22,Virginia,537.57,22
2020-04-22,Vermont,9.14,1.43
2020-04-22,Utah,128.86,2
2020-04-22,Texas,809,25.14
2020-04-22,Tennessee,259.57,4.86
2020-04-22,South Dakota,98.57,0.43
2020-04-22,South Carolina,157.86,4.71
2020-04-22,Rhode Island,330.29,13.43
2020-04-22,Pennsylvania,1422.71,126.71
2020-04-22,Oregon,56.57,2.86
2020-04-22,Oklahoma,90.14,6.57
2020-04-22,Ohio,903.71,35.57
2020-04-22,North Dakota,44.86,0.71
2020-04-22,North Carolina,299.57,16.29
2020-04-22,New York,6351.57,672.86
2020-04-22,New Mexico,103.71,5
2020-04-22,New Jersey,3547.86,272.43
2020-04-22,New Hampshire,64.14,2.29
2020-04-22,Nevada,124.14,7.14
2020-04-22,Nebraska,118.86,2.86
2020-04-22,Montana,5,1
2020-04-22,Missouri,177.43,10.29
2020-04-22,Mississippi,219.14,10.14
2020-04-22,Minnesota,130.29,13.14
2020-04-22,Michigan,868.43,127.57
2020-04-22,Massachusetts,1860.86,153.43
2020-04-22,Maryland,678,40.71
2020-04-22,Maine,19.57,2.14
2020-04-22,Louisiana,480.86,61.29
2020-04-22,Kentucky,154,8.71
2020-04-22,Kansas,112.57,5
2020-04-22,Iowa,252.71,5.29
2020-04-22,Indiana,506.43,36.14
2020-04-22,Illinois,1502.14,88.43
2020-04-22,Idaho,30.71,1.86
2020-04-22,Hawaii,8.86,0.43
2020-04-22,Georgia,788,38.29
2020-04-22,Florida,825,44.71
2020-04-22,District of Columbia,144.14,7.86
2020-04-22,Delaware,169.43,6.14
2020-04-22,Connecticut,1102,96.57
2020-04-22,Colorado,371.14,24.43
2020-04-22,California,1495.14,77.14
2020-04-22,Arkansas,113.29,1.43
2020-04-22,Arizona,213.86,13.43
2020-04-22,Alaska,6,0
2020-04-22,Alabama,195.57,13.67
2020-04-23,Northern Mariana Islands,0.14,0
2020-04-23,Guam,27,0
2020-04-23,Puerto Rico,87.33,5.33
2020-04-23,Virgin Islands,0.43,0.14
2020-04-23,Wyoming,8.57,0.71
2020-04-23,Wisconsin,178.57,8.57
2020-04-23,West Virginia,34.57,2.57
2020-04-23,Washington,297.83,18.43
2020-04-23,Virginia,586.86,23.86
2020-04-23,Vermont,8.14,1.14
2020-04-23,Utah,133.43,2
2020-04-23,Texas,825.43,24.71
2020-04-23,Tennessee,298.86,4.29
2020-04-23,South Dakota,92.14,0.29
2020-04-23,South Carolina,140.86,5.86
2020-04-23,Rhode Island,345.43,12
2020-04-23,Pennsylvania,1431.43,111.86
2020-04-23,Oregon,55.86,2.71
2020-04-23,Oklahoma,94.29,6.86
2020-04-23,Ohio,897.14,38.14
2020-04-23,North Dakota,45.14,0.86
2020-04-23,North Carolina,306.43,16.14
2020-04-23,New York,6024.43,649
2020-04-23,New Mexico,111.71,4.86
2020-04-23,New Jersey,3524.57,264.29
2020-04-23,New Hampshire,65.57,2.43
2020-04-23,Nevada,126.71,7.57
2020-04-23,Nebraska,156.57,3.14
2020-04-23,Montana,3.86,1
2020-04-23,Missouri,172.86,11.14
2020-04-23,Mississippi,218.43,10.29
2020-04-23,Minnesota,147.14,15.14
2020-04-23,Michigan,876.14,126.43
2020-04-23,Massachusetts,1977.43,159.29
2020-04-23,Maryland,707.71,41.29
2020-04-23,Maine,20.14,2.43
2020-04-23,Louisiana,466.57,63.29
2020-04-23,Kentucky,159.86,9
2020-04-23,Kansas,147.29,4.57
2020-04-23,Iowa,256.86,5.14
2020-04-23,Indiana,511,36.71
2020-04-23,Illinois,1600.14,87.86
2020-04-23,Idaho,32.43,1.86
2020-04-23,Hawaii,7.86,0.43
2020-04-23,Georgia,751.57,37.14
2020-04-23,Florida,901.14,45.57
2020-04-23,District of Columbia,144.43,8.29
2020-04-23,Delaware,176.14,5.71
2020-04-23,Connecticut,1030.86,95.43
2020-04-23,Colorado,369.57,26.14
2020-04-23,California,1627.43,82.43
2020-04-23,Arkansas,139.86,1.14
2020-04-23,Arizona,219.29,15
2020-04-23,Alaska,5.29,0
2020-04-23,Alabama,204,13.6
2020-04-24,Northern Mariana Islands,0,0
2020-04-24,Guam,28.71,0
2020-04-24,Puerto Rico,90.83,6.33
2020-04-24,Virgin Islands,0.29,0
2020-04-24,Wyoming,10.29,0.71
2020-04-24,Wisconsin,198,8.14
2020-04-24,West Virginia,33.43,2.29
2020-04-24,Washington,284,17.29
2020-04-24,Virginia,586.14,25
2020-04-24,Vermont,6.86,1.29
2020-04-24,Utah,138.43,2.29
2020-04-24,Texas,788.43,23.43
2020-04-24,Tennessee,313.57,3.71
2020-04-24,South Dakota,89.86,0.43
2020-04-24,South Carolina,140.57,5.86
2020-04-24,Rhode Island,360.29,12
2020-04-24,Pennsylvania,1453.86,108.43
2020-04-24,Oregon,56,2.29
2020-04-24,Oklahoma,93.57,7.43
2020-04-24,Ohio,866,38.86
2020-04-24,North Dakota,44.14,0.86
2020-04-24,North Carolina,313.29,15.86
2020-04-24,New York,6132.14,612.29
2020-04-24,New Mexico,116.14,4.71
2020-04-24,New Jersey,3389.86,253.86
2020-04-24,New Hampshire,61.86,2.29
2020-04-24,Nevada,124.86,7.43
2020-04-24,Nebraska,179.71,3.71
2020-04-24,Montana,3.14,0.86
2020-04-24,Missouri,191.71,11.86
2020-04-24,Mississippi,234.43,9.86
2020-04-24,Minnesota,159.14,15.71
2020-04-24,Michigan,953.43,122.43
2020-04-24,Massachusetts,2366.71,164.57
2020-04-24,Maryland,721.71,43.43
2020-04-24,Maine,19.71,2.57
2020-04-24,Louisiana,440.14,63.86
2020-04-24,Kentucky,179.57,9
2020-04-24,Kansas,158.57,4.71
2020-04-24,Iowa,303.86,6.14
2020-04-24,Indiana,516.14,36
2020-04-24,Illinois,1726.14,94.57
2020-04-24,Idaho,30.71,1.57
2020-04-24,Hawaii,6.86,0.57
2020-04-24,Georgia,702.43,32.57
2020-04-24,Florida,825.71,45.71
2020-04-24,District of Columbia,150.29,9.57
2020-04-24,Delaware,159.86,5.57
2020-04-24,Connecticut,1016,104
2020-04-24,Colorado,369.17,40.43
2020-04-24,California,1710,81.29
2020-04-24,Arkansas,159.29,1.43
2020-04-24,Arizona,219.71,13.43
2020-04-24,Alaska,4.29,0
2020-04-24,Alabama,207.71,13.2
2020-04-25,Northern Mariana Islands,0,0
2020-04-25,Guam,27.43,0
2020-04-25,Puerto Rico,87.67,7
2020-04-25,Virgin Islands,0.57,0.14
2020-04-25,Wyoming,9.29,0.71
2020-04-25,Wisconsin,223.29,7.71
2020-04-25,West Virginia,28.57,2.14
2020-04-25,Washington,283.5,16.29
2020-04-25,Virginia,616,25.43
2020-04-25,Vermont,5.71,1.29
2020-04-25,Utah,144,2.29
2020-04-25,Texas,795.29,25
2020-04-25,Tennessee,327.71,4.43
2020-04-25,South Dakota,86.57,0.43
2020-04-25,South Carolina,143.86,6.71
2020-04-25,Rhode Island,376.86,11.14
2020-04-25,Pennsylvania,1412,98.86
2020-04-25,Oregon,58.43,2.14
2020-04-25,Oklahoma,89,7.86
2020-04-25,Ohio,766.43,37.14
2020-04-25,North Dakota,39.29,1
2020-04-25,North Carolina,344,18.43
2020-04-25,New York,6622.71,597.86
2020-04-25,New Mexico,123.43,5.71
2020-04-25,New Jersey,3443.29,256.14
2020-04-25,New Hampshire,64.43,3.14
2020-04-25,Nevada,130.43,7.29
2020-04-25,Nebraska,221.43,3.43
2020-04-25,Montana,2.71,0.57
2020-04-25,Missouri,187,12.29
2020-04-25,Mississippi,249.14,9.86
2020-04-25,Minnesota,176.14,17.57
2020-04-25,Michigan,940.57,138
2020-04-25,Massachusetts,2425.14,167.14
2020-04-25,Maryland,780.71,48.71
2020-04-25,Maine,20.43,2.57
2020-04-25,Louisiana,427.29,62.29
2020-04-25,Kentucky,171.14,9
2020-04-25,Kansas,181.57,4.71
2020-04-25,Iowa,370.86,5.43
2020-04-25,Indiana,548.14,37.71
2020-04-25,Illinois,1802.43,87.43
2020-04-25,Idaho,31.29,1.71
2020-04-25,Hawaii,4.14,0.71
2020-04-25,Georgia,744.43,32.43
2020-04-25,Florida,763.86,43.86
2020-04-25,District of Columbia,147.57,10.57
2020-04-25,Delaware,148.29,6.43
2020-04-25,Connecticut,1004.57,110.86
2020-04-25,Colorado,423.5,43.83
2020-04-25,California,1680.14,78
2020-04-25,Arkansas,161.71,1.43
2020-04-25,Arizona,223,13.43
2020-04-25,Alaska,3.57,0
2020-04-25,Alabama,212.86,11.67
2020-04-26,Northern Mariana Islands,0,0
2020-04-26,Guam,27,0
2020-04-26,Puerto Rico,82.5,6.14
2020-04-26,Virgin Islands,0.86,0.14
2020-04-26,Wyoming,11.43,0.71
2020-04-26,Wisconsin,234.29,7.43
